SUTANDINGU	STANDING
AIDIARIZUMU	IDEALISM
HADORON	HADRON
DARAKUMA	DRACHMA
WINGUSU	WINGS
SUTORANDO	STRAND
SAIZU	SIZE
GURASHIASU	GRACIAS
EBANJERISUTO	EVANGELIST
FISSHINGU	PHISHING
KOREKUTO	COLLECT
SHIGUNARINGU	SIGNALLING
NEBYURA	NEBULA
SUXICCHI	SWITCH
ENPASU	EMPATH
KONSUTORAKUTA	CONSTRUCTOR
PARAJUUMU	PALLADIUM
KOKAIN	COCAINE
BOKKUSU	BOX
IDEA	IDEA
RIFURESSHUMENTO	REFRESHMENT
SAIKURU	CYCLE
TORAKKINGU	TRUCKING
BURAUZU	BROWSE
ERUKU	ELK
NAREJJI	KNOWLEDGE
MIRIONEA	MILLIONAIRE
RENTOGEN	ROENTGEN
BAKKUTORAKKU	BACKTRACK
SHATTODAUN	SHUTDOWN
PANCHINGU	PUNCHING
SURINGUSHOTTO	SLINGSHOT
REFIRU	REFILL
BANZU	BUNS
KURONOSU	CRONUS
MEGAFON	MEGAPHONE
ARUBATOROSU	ALBATROSS
KONTORASUTO	CONTRAST
BATORU	BATTLE
KYUPORA	CUPOLA
GAIDOPOSUTO	GUIDEPOST
ANDU	UNDO
BOIKOTTO	BOYCOTT
SHUTOREN	STOLLEN
KURACCHI	CLUTCH
ORE	OLE
SUKIRU	SKILL
ZAKKU	SACK
BAKETTO	BAGUETTE
MACHINE	MATINEE
SENSA	SENSOR
OMURETSU	OMELET
ADAPUTO	ADAPT
UESUTAN	WESTERN
APACCHI	APACHE
AKYUZEISHON	ACCUSATION
TERIBURU	TERRIBLE
HAIMU	HEIM
KURABUHAUSU	CLUBHOUSE
FORUMARIZUMU	FORMALISM
SARUTAN	SULTAN
ABENDO	ABEND
ROMANCHIKKU	ROMANTIC
KINSHASA	KINSHASA
PUREADESU	PLEIADES
ZERACHIN	GELATIN
MATERIARIZUMU	MATERIALISM
TETANUSU	TETANUS
NEORIBARARU	NEOLIBERAL
WINKU	WINK
SUTORONCHIUMU	STRONTIUM
SUKEPUTIKKU	SKEPTIC
KONTENSHON	CONTENTION
NOBBU	KNOB
PURESSHINGU	PRESSING
BIORA	VIOLA
MEDIKARU	MEDICAL
SUPAIUEA	SPYWARE
KURONIKURU	CHRONICLE
PASSHIBU	PASSIVE
BAISEKUSHUARITI	BISEXUALITY
WEIJI	WAGE
KORANDAMU	CORUNDUM
JESUCHA	GESTURE
REBIYATAN	LEVIATHAN
WORETTO	WALLET
DOGUMATIKKU	DOGMATIC
ROJJINGU	LODGING
PUROKONSURU	PROCONSUL
KANTO	KANT
SHISUTORIKKU	SYSTOLIC
TORUMARIN	TOURMALINE
AIRETTO	EYELET
RACCHI	LATCH
AIDORINGU	IDLING
IKUIPPUMENTO	EQUIPMENT
KUXINTETTO	QUINTET
SAIRENSU	SILENCE
YAO	YAO
FIN	FIN
DAISU	DICE
RISEPUSHON	RECEPTION
FURIPPINGU	FLIPPING
JAKKARU	JACKAL
DAIVINGU	DIVING
KEA	CARE
ADAPUSHON	ADOPTION
KANIBARU	CANNIBAL
PORISEIZUMU	POLYTHEISM
UINKU	WINK
MAYA	MAYA
NESUTO	NEST
SUTACHIN	STATIN
KURAIMAKKUSU	CLIMAX
HAIBURIDDO	HYBRID
ASUFARUTO	ASPHALT
PURASUCHIKKU	PLASTIC
EKUSEPUSHON	EXCEPTION
RIPUREZENTATIBU	REPRESENTATIVE
SARON	SALON
BAINARU	VINYL
REIYON	RAYON
VIJON	VISION
HAUJINGU	HOUSING
SENTIMENTARU	SENTIMENTAL
RAZANIA	LASAGNA
GURASSE	GLACE
KORUNETTO	CORNET
BURAINDO	BLIND
EDEN	EDEN
UERUNESU	WELLNESS
METEO	METEOR
MOKASHIN	MOCCASIN
KONMA	COMMA
PARISSHU	PARISH
GODDO	GOD
FADDO	FAD
KUXIA	QUEER
ANGERIKA	ANGELICA
PABURIKKU	PUBLIC
SUWEDISSHU	SWEDISH
REIPIA	RAPIER
KUROKKASU	CROCUS
PIZZERIA	PIZZERIA
RIUMACHI	RHEUMATISM
DORURARU	DOLLAR
ANCHIKKU	ANTIQUE
SUPAIDA	SPIDER
BURIGANCHIN	BRIGANTINE
BAGETTO	BAGUETTE
NAPOREON	NAPOLEON
BEIRA	BEIRA
AFEKUSHON	AFFECTION
ANBISHON	AMBITION
TIRUDE	TILDE
MEMORIARU	MEMORIAL
RAINOTAIPU	LINOTYPE
KURISHE	CLICHE
AGORA	AGORA
SORUGAMU	SORGHUM
TEGUSHIGARUPA	TEGUCIGALPA
JOI	JOY
TARIFU	TARIFF
FAKARUTI	FACULTY
NITTO	KNIT
KYARIA	CAREER
KOSUMECHIKKU	COSMETIC
YUNIRATERARIZUMU	UNILATERALISM
ENPAIYA	EMPIRE
SASUTINABURU	SUSTAINABLE
PUROKUSHI	PROXY
BANKETTO	BANQUET
CHARENJI	CHALLENGE
MAKEDONIA	MACEDONIA
FANDAMENTARIZUMU	FUNDAMENTALISM
FASHIRITEI	FACILITY
DAISHINGU	DICING
PADDO	PAD
EPOKISHI	EPOXY
GURAUNDOHOGGU	GROUNDHOG
ATIKKU	ATTIC
MONDEKKUSU	MONDEX
AIDIARU	IDEAL
EKOSHISUTEMU	ECOSYSTEM
BAKKARU	BUCCAL
BORANTARIZUMU	VOLUNTARISM
ASUTORINZEN	ASTRINGENT
MANTIRA	MANTILLA
KYANPU	CAMP
HONORURU	HONOLULU
SERUFU	SELF
BAPUCHIZUMO	BAPTISM
AKYUPAI	OCCUPY
BADI	BODY
ASENBURA	ASSEMBLER
SEKUSHUARU	SEXUAL
TON'NERINGU	TUNNELING
HAIRU	HEIL
AKITEKUCHA	ARCHITECTURE
BIJUARU	VISUAL
KORAMU	COLUMN
AITEMU	ITEM
HAUSUUEA	HOUSEWARES
AMEJISUTO	AMETHYST
PURAZA	PLAZA
ANBIANSU	AMBIANCE
KOPUROSESSA	COPROCESSOR
SHEFU	CHEF
EKOROJISUTO	ECOLOGIST
TORENTO	TORRENT
YOTTO	YACHT
FUTSU	HUTU
SOVIETO	SOVIET
TAIPO	TYPO
BEKUTORU	VECTOR
KAKUTASU	CACTUS
NEFURAITO	NEPHRITE
SHIBIYA	SEVERE
GOBURETTO	GOBLET
HOTOSHINSESHISU	PHOTOSYNTHESIS
BERIFAI	VERIFY
KONCHINENTARU	CONTINENTAL
SUMASSHU	SMASH
TAKOSU	TACOS
NARISSHU	NOURISH
WAKUCHIN	VACCINE
IMAJINIARINGU	IMAGINEERING
ROMAN	ROMAN
EKIJIBISHON	EXHIBITION
KIRUSHU	KIRSCH
ORUTANATIVU	ALTERNATIVE
AUTINGU	OUTING
HAIPARINKU	HYPERLINK
FOTOGURAFU	PHOTOGRAPH
DESUKUTOPPU	DESKTOP
POTENTSU	POTENCY
SEKUTO	SECT
TAKUTIKKU	TACTIC
SUPITTSU	SPITZ
SAIKOKINESHISU	PSYCHOKINESIS
ATOMIKKU	ATOMIC
ROMANCHISUMU	ROMANTICISM
SEIRINGU	SAILING
ASHEIMUDO	ASHAMED
KETON	KETONE
IBUNINGU	EVENING
FANDAMENTARU	FUNDAMENTAL
SUKURAMU	SCRAM
WEA	WEAR
RIFIRU	REFILL
DO	DOH
HIZUBORA	HIZBOLLAH
FURESSHUMAN	FRESHMAN
RIBATARIAN	LIBERTARIAN
SOFIA	SOFIA
AUTORAIN	OUTLINE
RIMAINDO	REMIND
KUONTSU	QUANTS
GORUFU	GOLF
TORYUFU	TRUFFLE
ORION	ORION
KUXEIKU	QUAKE
MEIZU	MAIZE
ABAKUSU	ABACUS
HAUNTO	HAUNT
WAKAMORE	GUACAMOLE
WAPICHI	WAPITI
BAKEISHON	VACATION
NATARU	NATAL
BIKINI	BIKINI
HADESU	HADES
EPIKYURIAN	EPICUREAN
BIKUTA	VICTOR
TIPIKARU	TYPICAL
APIARANSU	APPEARANCE
BATAFURAI	BUTTERFLY
EPIGURAMU	EPIGRAM
KYARABERU	CARAVEL
KATAKONBE	CATACOMB
BIJIBIRITI	VISIBILITY
NAFUTA	NAPHTHA
SHINPURIFAI	SIMPLIFY
BAISEKUSHUARU	BISEXUAL
PORO	POLO
PORUKA	POLKA
GANMAN	GUNMAN
TARANCHURA	TARANTULA
ZERANIUMU	GERANIUM
DOROWA	DRAWER
INSHUARANSU	INSURANCE
TENSHON	TENSION
TANJENTO	TANGENT
PAPAIA	PAPAYA
BANDARIZUMU	VANDALISM
IMIDIEITO	IMMEDIATE
TONGU	TONG
BINTEIJI	VINTAGE
HAITO	HEIGHT
ROGO	LOGO
PUROFESSHONARU	PROFESSIONAL
ANBYURANSU	AMBULANCE
KENTAUROSU	CENTAURS
PATOWA	PATOIS
DISUKO	DISCO
ANAUNSUMENTO	ANNOUNCEMENT
KURASU	CLASS
KURAI	CRY
ANMONIA	AMMONIA
PANPINGU	PUMPING
TAKKU	TACK
APPUTAUN	UPTOWN
DERIKATESSEN	DELICATESSEN
SUPANKINGU	SPANKING
CHAPPU	CHOP
MONYUMENTARU	MONUMENTAL
ANBIBARENTSU	AMBIVALENT
RIMA	LIMA
PUREIN	PLAIN
SUKANJINABIA	SCANDINAVIA
DISUKETTO	DISKETTE
KINO	KENO
DEXYUPUREKKUSU	DUPLEX
INFOTEINMENTO	INFOTAINMENT
ASUBESUTO	ASBESTOS
SHINKURO	SYNCHRO
DEZAIN	DESIGN
MASSHIBU	MASSIVE
KAPPA	KAPPA
MENTENANSU	MAINTENANCE
KAJINO	CASINO
TORADDO	TRAD
INPURINTINGU	IMPRINTING
URI	ULI
NOMINARU	NOMINAL
KAIEN'NU	CAYENNE
TEKKUSU	TEX
ROMANCHISHIZUMU	ROMANTICISM
KANON	CANON
RIWAINDO	REWIND
KUREI	CLAY
BERUN	BERN
AGENSUTO	AGAINST
REJIN	RESIN
SAUNDA	SOUNDER
MEDIAN	MEDIAN
FITTONESU	FITNESS
KOMIKARU	COMICAL
RIVAIVARU	REVIVAL
FOTOJENIKKU	PHOTOGENIC
AGUREABURU	AGREEABLE
ARUMAJIRO	ARMADILLO
SHADOU	SHADOW
MAZOHISUMU	MASOCHISM
TETO	TET
SUTORAPPU	STRAP
MASUKUMERON	MUSKMELON
KARIFORUNIA	CALIFORNIA
PAINAPPURU	PINEAPPLE
OSUTORICCHI	OSTRICH
ESUTABURISSHUMENTO	ESTABLISHMENT
REDI	LADY
MASUKA	MASKER
AKURONIMU	ACRONYM
DAIAROGU	DIALOGUE
KONTEKISUTO	CONTEXT
HOROGURAFIKKU	HOLOGRAPHIC
HIDORAJIN	HYDRAZINE
MIKUSU	MIX
SHADOUINGU	SHADOWING
BACHIRUSU	BACILLUS
EKUSUTENSHON	EXTENSION
AKONPURISU	ACCOMPLICE
DIREKUTA	DIRECTOR
WEJJI	WEDGE
KYAPITARIZUMU	CAPITALISM
KYUA	CURE
WORUFURAMU	WOLFRAM
KANZASU	KANSAS
DAKKINGU	DUCKING
FUROKKU	FLUKE
VANUATSU	VANUATU
WOCCHI	WATCH
GUROSU	GLOSS
DEVIRU	DEVIL
FURABIN	FLAVIN
SEISHERU	SEYCHELLES
SUWACCHI	SWATCH
ANABAPUTESUTO	ANABAPTIST
RIJJI	RIDGE
PAINTO	PINT
SUKYABBU	SCAB
ANDORA	ANDORRA
EKISASAIZU	EXERCISE
HOSUTERU	HOSTEL
SANDARU	SANDAL
DINPURU	DIMPLE
PIANO	PIANO
KURASSHIKKU	CLASSIC
SASSHU	SASH
DABINGU	DUBBING
IRINOI	ILLINOIS
HORIZONTARU	HORIZONTAL
KOSOVO	KOSOVO
ARISUMATIKKU	ARITHMETIC
KUWANZA	KWANZAA
GEIN	GAIN
PURITI	PRETTY
DAIBU	DIVE
AGEIN	AGAIN
DISSHU	DISH
DEXYUARIZUMU	DUALISM
KYARIPASU	CALIPERS
APURIKOTTO	APRICOT
GABANANSU	GOVERNANCE
AKUTIBIZUMU	ACTIVISM
MANTERU	MANTEL
FUIRUMU	FILM
PARAMAUNTO	PARAMOUNT
ANTIGUA	ANTIGUA
SEMANTIKKUSU	SEMANTICS
SAIKOROJISUTO	PSYCHOLOGIST
ARUTO	ALTO
ESSEISUTO	ESSAYIST
MAREI	MALAY
SURASUTO	THRUST
HONJERASU	HONDURAS
DODO	DODO
TIRUTO	TILT
BETERUGIUSU	BETELGEUSE
SUKOYA	SQUARE
KEIOSU	CHAOS
GUDDOBAI	GOODBYE
SUTEMU	STEM
DORUCHE	DOLCE
SUTEROIDO	STEROID
OFISHARU	OFFICIAL
ATENA	ATHENA
TERORISUTO	TERRORIST
JAPONIKA	JAPONICA
SABU	SUB
KYABIA	CAVIAR
SAIFON	SIPHON
DISUPACCHA	DISPATCHER
SHINAMON	CINNAMON
MACHETTO	MACHETE
HAMASU	HAMAS
DAIAMONDO	DIAMOND
PIKA	PICA
PUROKAIN	PROCAINE
SUWETTOSHATSU	SWEATSHIRTS
VAISU	VISE
SHIKKUSU	SIX
INRETTO	INLET
SUKA	SKA
AKAMUPURISSHU	ACCOMPLISH
ADORESU	ADDRESS
SHOKKUWEIBU	SHOCKWAVE
TAFUTO	TUFT
SEORISUTO	THEORIST
KONPOSUTO	COMPOST
SHIROHON	XYLOPHONE
KUROROPUREN	CHLOROPRENE
GUWAKAMORE	GUACAMOLE
SHIYATTA	SHUTTER
AUTOXURETTO	OUTLET
INKURIMENTARU	INCREMENTAL
SUTORAKKUAUTO	STRIKEOUT
AGURESHON	AGGRESSION
SUKURACCHI	SCRATCH
SABUYUNITTO	SUBUNIT
NARUSHISU	NARCISSE
ONBURU	HOMBRE
SUKURANBURU	SCRAMBLE
UZUBEKISUTAN	UZBEKISTAN
SHEAUEA	SHAREWARE
BACHISUTO	BATISTE
FURAN'NERU	FLANNEL
WAIFU	WIFE
YUMANISUTO	HUMANIST
AKUMUREITO	ACCUMULATE
KIKKUBAKKU	KICKBACK
DAIETTO	DIET
GYURUDEN	GUILDER
MAKKINTOSSHU	MACINTOSH
BORUSHEVIZUMU	BOLSHEVISM
ZEBURA	ZEBRA
INKU	INK
KARIPASU	CALIPERS
IN'NINGU	INNING
INTENSHONARU	INTENTIONAL
HAIKINGU	HIKING
SUTORINGU	STRING
SORARIAMU	SOLARIUM
MINERUUXA	MINERVA
SHIBETTO	CIVET
SOSAETI	SOCIETY
MIRION	MILLION
TOPOROJIKARU	TOPOLOGICAL
BARUTO	BALT
KURAPPUSU	CRAPS
PONDO	POND
SUTEITO	STATE
RENGUSU	LENGTH
UIGGU	WIG
ASAIRAMU	ASYLUM
PUROGESUTERON	PROGESTERONE
AKUROREIN	ACROLEIN
MUSUTASSHU	MUSTACHE
MORUGU	MORGUE
KANON	CANNON
IARINGU	EARRING
MAFFIN	MUFFIN
DOROMAITO	DOLOMITE
APOSUTORO	APOSTLE
PIPPU	PIP
INTORANSU	ENTRANCE
KYANDI	CANDY
WASSHA	WASHER
REIMAN	LAYMAN
DADI	DADDY
WAINDINGU	WINDING
SHOKKINGU	SHOCKING
CHITAN	TITAN
SOREIYU	SOLEIL
GURAN	GRAND
INTORANTO	ENTRANT
ARUJERIA	ALGERIA
TORIMINGU	TRIMMING
PARENSESHISU	PARENTHESES
PANCHI	PUNCH
JANPINGU	JUMPING
MERUKOSURU	MERCOSUR
ORUTO	ORTHO
GYAROPPU	GALLOP
PORISSHU	POLISH
SUROTTORU	THROTTLE
ASASHINEITO	ASSASSINATE
AKUARANGU	AQUALUNG
ESUTOROGEN	ESTROGEN
JASUTO	JUST
SUWAPPINGU	SWAPPING
REBERION	REBELLION
ONSHOA	ONSHORE
SURITTO	SLIT
ANFAN	ENFANT
MEDIKEIDO	MEDICAID
RANKINGU	RANKING
MEISU	MACE
TERIA	TERRIER
BURANDE	BRANDY
PAIROTTO	PILOT
BURONTOZAURUSU	BRONTOSAURUS
PURISETTO	PRESET
PORIMOFIZUMU	POLYMORPHISM
SAZAN	SOUTHERN
DAZUN	DOZEN
SHIZURU	SIZZLE
KURESUTO	CREST
KURESSENTO	CRESCENT
BIGGU	BIG
FOKKUSU	FOX
MERODORAMA	MELODRAMA
ASAIN	ASSIGN
ATENAI	ATHENS
DAINAMIKKUSU	DYNAMICS
KUREMATISU	CLEMATIS
KURINIKKU	CLINIC
BATTO	BAT
WIMENZU	WOMEN'S
RITERACHUA	LITERATURE
GOSHIPPU	GOSSIP
MACHIZUMO	MACHISMO
SURAVU	SLAV
EKUSUPURESSHON	EXPRESSION
GURINIJJI	GREENWICH
PUROPURAIETARI	PROPRIETARY
PURAGUMACHISUTO	PRAGMATIST
AUEI	AWAY
ZESUCHUA	GESTURE
RIGURESSHON	REGRESSION
KYASSHU	CASH
TARIBAN	TALIBAN
MAUNTEN	MOUNTAIN
VEJITARIAN	VEGETARIAN
SHIVA	SHIVA
TAITORU	TITLE
KYARIJJI	CARRIAGE
ANRAPPU	UNWRAP
ANTARESU	ANTARES
NOMADO	NOMAD
SHIRABASU	SYLLABUS
SHARUKYUTORI	CHARCUTERIE
NORUMA	NORMA
NAMIBIA	NAMIBIA
PIKETTINGU	PICKETING
FARUSU	FARCE
RASU	LATH
SUTICCHI	STITCH
ERIKA	ERICA
KANASUTA	CANASTA
ORIBU	OLIVE
REVERU	LEVEL
MUKKU	MOOK
RIPPA	RIPPER
ASHISUTANSU	ASSISTANCE
MI	MI
TORADISHON	TRADITION
RIJIN	LYSINE
PIKKURUSU	PICKLES
SEKUSHONINGU	SECTIONING
FINARU	FINALE
MAGGU	MUG
KONTAKKU	CONTACT
KURIKETTO	CRICKET
POPYURISUMU	POPULISM
MAINASU	MINUS
JABASUKURIPUTO	JAVASCRIPT
RABIRINSU	LABYRINTH
TORUTE	TORTE
VEROKIRAPUTORU	VELOCIRAPTOR
KYAMERU	CAMEL
TORANSUSEKUSHARU	TRANSSEXUAL
ARUCHIZAN	ARTISAN
PANERISUTO	PANELIST
FUREKISHIBURU	FLEXIBLE
GAIDO	GUIDE
HAZUBANDO	HUSBAND
MIRUKU	MILK
AIKONOKURAZUMU	ICONOCLASM
AKUWIDAKUTO	AQUEDUCT
GABON	GABON
MIPPUSU	MIPS
RESEPUSHON	RECEPTION
FEISHARU	FACIAL
IDO	ID
DEKKI	DECK
DISURAPUTO	DISRUPT
ROTI	ROTI
FURANO	FLANNEL
OFUSHOA	OFFSHORE
BAITO	BYTE
FEIKU	FAKE
DEFURESHON	DEFLATION
PITTO	PIT
SHIFON	CHIFFON
BAFU	BUFF
DORAXAGU	DRAGGING
FANTOMU	PHANTOM
FASSHONABURU	FASHIONABLE
BOTOKA	VODKA
SUKERUTON	SKELETON
KONTSUXERUTO	CONCERTO
RINEN	LINEN
ANDOROMEDA	ANDROMEDA
SHITI	CITY
EPOKKU	EPOCH
FURAN	FRANC
BOBBU	BOB
FUREITO	FREIGHT
FANKUSHON	FUNCTION
BAJETTO	BUDGET
BAKKU	BACK
SUTEGOZAURUSU	STEGOSAURUS
SHIA	SHEER
KATAMARAN	CATAMARAN
HOTERU	HOTEL
AKUWATIKKU	AQUATIC
KURAMIJIA	CHLAMYDIA
VARIABURU	VARIABLE
SHINSESAIZA	SYNTHESIZER
ISUTANBURU	ISTANBUL
AUTODOA	OUTDOOR
MARIWANA	MARIJUANA
AKUSAN	ACCENT
DAMU	DAM
RAUNDOABAUTO	ROUNDABOUT
MAUSUWOSSHU	MOUTHWASH
PUREIADESU	PLEIADES
SANSETTO	SUNSET
SEMANTIKUSU	SEMANTICS
RUKKUSU	LOOKS
RIKOIRU	RECOIL
DORASUCHIKKU	DRASTIC
BODISU	BODICE
RAININGU	LINING
TORANKU	TRUNK
PURODAKUTSU	PRODUCTS
DEVIRISSHU	DEVILISH
TERASU	TERRACE
MORONI	MORONI
WOTOKA	VODKA
INTEJA	INTEGER
SEBUNZU	SEVENS
REKOMENDO	RECOMMEND
PIKUCHARESUKU	PICTURESQUE
SHAFFURU	SHUFFLE
BAITARITI	VITALITY
NACHURARISUTIKKU	NATURALISTIC
HABU	HUB
HOMOJINAIZU	HOMOGENIZE
RIMEIKU	REMAKE
GYANGU	GANG
SHOPPU	SHOP
REDINGU	LEADING
KEISU	CASE
HORIHOKKU	HOLLYHOCK
BAKKUAPPU	BACKUP
SHANPAN	CHAMPAGNE
FISSHU	FISH
SONATA	SONATA
DIJITARAIZU	DIGITIZE
GURAINDA	GRINDER
ATORAKUTIBU	ATTRACTIVE
BENERUKKUSU	BENELUX
KERUPU	KELP
DEBIRU	DEVIL
KETTORU	KETTLE
KURITISHIZUMU	CRITICISM
SURATTO	SLAT
ANEMONE	ANEMONE
ESUNOSENTORIZUMU	ETHNOCENTRISM
SERU	CELL
NAPPUZAKKU	KNAPSACK
KONSENTORIKKU	CONCENTRIC
MISUTISHIZUMU	MYSTICISM
BIRETTO	BILLET
ITARIAN	ITALIAN
KONTORAKUTO	CONTRACT
ARUTIPURANO	ALTIPLANO
URUKANUSU	VULCAN
SUKUEA	SQUARE
KOMI	KOMI
KAFUSU	CUFFS
ADAPUTIVU	ADAPTIVE
ERUBO	ELBOW
REJISUTA	REGISTER
ASHIENDA	ESTATE
MONOTAIPU	MONOTYPE
INTAFEISU	INTERFACE
ANKURETTO	ANKLET
JIN	GIN
RUNESSANSU	RENAISSANCE
SHAMAN	SHAMAN
INPACHENSU	IMPATIENS
TESUTINGU	TESTING
JURASHIKKU	JURASSIC
DORIRU	DRILL
SUREDDO	THREAD
MINIBAN	MINIVAN
SOJIUMU	SODIUM
AFURATOKISHIN	AFLATOXIN
KONPACHIBURU	COMPATIBLE
KANIBARIZUMU	CANNIBALISM
DITIKUTIBU	DETECTIVE
SUPURAISHINGU	SPLICING
FAKUTORI	FACTORY
FURANKU	FRANK
BORISHEVIZUMU	BOLSHEVISM
RISESSHON	RECESSION
BUROKKINGU	BLOCKING
MAKURAME	MACRAME
KURIPPU	CLIP
INTANASHONARU	INTERNATIONAL
BEDERAN	VETERAN
BARON	BARON
KABARIE	CAVALIER
BAKKUSUPIN	BACKSPIN
PATANITI	PATERNITY
MINERARU	MINERAL
SEBUNSU	SEVENTH
RIZOTTO	RISOTTO
JUBENAIRU	JUVENILE
SUTOPPUWOCCHI	STOPWATCH
BARAITA	BARYTA
SHIVE	CIVET
SUKITTORU	SKITTLE
SAIKIKKUSU	PSYCHICS
RIGANDO	LIGAND
TANTARAMU	TANTALUM
KEROSHIN	KEROSENE
KAREDONIAN	CALEDONIAN
KONSAISU	CONCISE
ARUTAIRU	ALTAIR
AKUSESSHINGU	ACCESSING
BURIOSHU	BRIOCHE
POSEIDON	POSEIDON
REDINESU	READINESS
UEARABURU	WEARABLE
SHICHIZUN	CITIZEN
TAIMU	TIME
FAIYAMAN	FIREMAN
DEIRA	DEALER
PARARERU	PARALLEL
ORINPIAN	OLYMPIAN
NOBERUTI	NOVELTY
NACHO	NACHO
WAIPINGU	WIPING
KONSEPUSHON	CONCEPTION
INFERUNO	INFERNO
RYUBURYANA	LJUBLJANA
SAMITTO	SUMMIT
SESSHON	SESSION
APON	UPON
PURINTA	PRINTER
AUTORUKKU	OUTLOOK
SHITOKOMU	SITCOM
FURARISSHU	FLOURISH
KONBENSHONARU	CONVENTIONAL
KONKARENTO	CONCURRENT
KIDDONAPPU	KIDNAP
EAKURAFUTO	AIRCRAFT
REITINGU	RATING
FAIYA	FIRE
KOPAIROTTO	COPILOT
KORUBETTO	CORVETTE
METAFA	METAPHOR
MONOGURAFU	MONOGRAPH
ERANDO	ELAND
BIRION	BILLION
KUROACHIA	CROATIA
HOBU	HOB
OTAWA	OTTAWA
PINION	PINION
KAPITARU	CAPITAL
DOMEIN	DOMAIN
SHIRINJI	SYRINGE
MAJIKKU	MAGIC
BANUATSU	VANUATU
DISUKURESU	DISKLESS
FENERU	FENNEL
SANPURU	SAMPLE
JUTO	JUTE
INTERIGENCHIA	INTELLIGENTSIA
SUWAN	SWAN
INDASUTORI	INDUSTRY
ADOVENTO	ADVENT
ADENOSHIN	ADENOSINE
JAJJI	JUDGE
YUPITERU	JUPITER
KISENIA	XENIA
YUNIKKUSU	UNIX
EBIRU	EVIL
FURENDO	FRIEND
BERIFIKEISHON	VERIFICATION
JABERIN	JAVELIN
FERUMIUMU	FERMIUM
BEBAREJJI	BEVERAGE
WITTO	WIT
DIREKUTIBU	DIRECTIVE
RITOGURAFI	LITHOGRAPHY
MITTO	MITT
GIGABAITO	GIGABYTE
ENTORI	ENTRY
KANTOXUA	CONTOUR
RUKKUSU	LUX
INISHIARAIZU	INITIALIZE
BURAMANJE	BLANCMANGE
HASSHUTAGU	HASHTAG
NEGACHIBU	NEGATIVE
FURANSE	FRANCAIS
TORANPU	TRUMP
KYAPIRARI	CAPILLARY
SHIEN'NA	SIENNA
RIBENJI	REVENGE
TEIKU	TAKE
TSUNDORA	TUNDRA
AMARANSU	AMARANTH
GURIRU	GRILL
RANORIN	LANOLIN
SAI	PSI
NAITOKURABU	NIGHTCLUB
GOCHIKKU	GOTHIC
SAIDORAIN	SIDELINE
MADOMOAZERU	MADEMOISELLE
PABURISSHA	PUBLISHER
KINGUDAMU	KINGDOM
SUKYABENJA	SCAVENGER
FITTINGU	FITTING
ORUGANAIZU	ORGANIZE
DOU	DOUGH
KOITOSU	COITUS
SHIPPINGU	SHIPPING
MENZUWEA	MENSWEAR
VANIRIN	VANILLIN
HOMOSEKUSHUARU	HOMOSEXUAL
PATOSU	PATHOS
AMAZONISU	AMAZONS
BURIJJITAUN	BRIDGETOWN
HARON	FURLONG
FURAGGU	FLAG
KORESUPONDENSU	CORRESPONDENCE
NACHISU	NAZIS
RENMA	LEMMA
NAPPUSAKKU	KNAPSACK
KYUBISUMU	CUBISM
REIPU	RAPE
RUIN	RUIN
PARISHI	PARISH
ADOBANSU	ADVANCE
SAIKOANARISHISU	PSYCHOANALYSIS
KORUKU	KURK
EKUSUCHENJI	EXCHANGE
PORIOREFIN	POLYOLEFIN
FIDO	FIDO
MIRITARIZUMU	MILITARISM
IABUKKU	YEARBOOK
OKISHITOSHIN	OXYTOCIN
FOBOSU	PHOBOS
FOTON	PHOTON
NIKOCHIN	NICOTINE
KUESUTO	QUEST
ANCHINOKKU	ANTIKNOCK
KURARITI	CLARITY
HIYARINGU	HEARING
SEREKUTO	SELECT
ATENE	ATHENS
KIRUTINGU	QUILTING
RIARISUTO	REALIST
WAU	WOW
CHERIO	CHEERIO
SADIZUMU	SADISM
DEKADAN	DECADENT
RIBINGU	LIVING
MAIKUROKOMU	MICROCOM
PARADOKKUSU	PARADOX
AUTODOAZU	OUTDOORS
MIRU	MIL
KOKKUPITTO	COCKPIT
POIZU	POISE
EDITA	EDITOR
MENONAITO	MENNONITE
GORIRA	GORILLA
FAUNTEN	FOUNTAIN
INKURAIN	INCLINE
ENPURESU	EMPRESS
NOKUTOBEJON	NOCTOVISION
INTERIA	INTERIOR
BURITTSU	BLITZ
DI	DAY
ISHU	ISH
FUREON	FREON
MAN	MAN
SHINPURU	SIMPLE
ARASUKA	ALASKA
NEBE	NEVE
SHICHIRIA	SICILIA
KOA	CORE
ANEKKUSU	ANNEX
PORUTIKO	PORTICO
TAIMUZU	TIMES
GUMI	GUMMI
FURINTO	FLINT
RATISU	LATTICE
RAKETTO	RACKET
SURIRU	THRILL
BENJAMIN	BENJAMIN
MORUDIBU	MALDIVES
HOIRU	WHEEL
SUTAMINA	STAMINA
TEISUTINGU	TASTING
JIBU	JIB
SUTOICHIZUMU	STOICISM
SEKANDO	SECOND
SHIGARETTO	CIGARETTE
SHINUSOIDO	SINUSOID
DORESSHINGU	DRESSING
EARIARU	AERIAL
AKONPANI	ACCOMPANY
RYUKKUZAKKU	RUCKSACK
RUCHIRU	RUTILE
NAIRON	NYLON
RIMU	RIM
KEBIN	CABIN
DIFENSU	DEFENSE
