フェミニニティ	femininity	F_EH2_M_AH0_N_IH1_N_AH0_T_IY0
ロイヤリティーフリー	royalty|free	R_OY1_AH0_L_T_IY0|F_R_IY1
ロイヤルティーフリー	royalty|free	R_OY1_AH0_L_T_IY0|F_R_IY1
バイナリー	binary	B_AY1_N_AH0_R_IY2
チャリティ	charity	CH_EH1_R_IH0_T_IY0
チャリテイ	charity	CH_EH1_R_IH0_T_IY0
マリーゴールド	marigold	M_EH1_R_AH0_G_OW2_L_D
マチエール	material	M_AH0_T_IH1_R_IY0_AH0_L
マティエール	material	M_AH0_T_IH1_R_IY0_AH0_L
マティリアル	material	M_AH0_T_IH1_R_IY0_AH0_L
ホワイトヴィネガー	white|vinegar	W_AY1_T|V_IH1_N_AH0_G_ER0
ドッグイヤ	dog|ear	D_AO1_G|IY1_R
スプーン	spoon	S_P_UW1_N
パラレルインターフェイス	parallel|interface	P_EH1_R_AH0_L_EH2_L|IH1_N_T_ER0_F_EY2_S
パラレルインタフェース	parallel|interface	P_EH1_R_AH0_L_EH2_L|IH1_N_T_ER0_F_EY2_S
クリア	clear	K_L_IH1_R
クリアー	clear	K_L_IH1_R
ファンデーション	foundation	F_AW0_N_D_EY1_SH_AH0_N
コンバーチブル	convertible	K_AH0_N_V_ER1_T_AH0_B_AH0_L
クオータ	quota	K_W_OW1_T_AH0
エンタテイメント	entertainment	EH2_N_T_ER0_T_EY1_N_M_AH0_N_T
エンターテインメント	entertainment	EH2_N_T_ER0_T_EY1_N_M_AH0_N_T
エンタテインメント	entertainment	EH2_N_T_ER0_T_EY1_N_M_AH0_N_T
アコーディオンドア	accordion|door	AH0_K_AO1_R_D_IY0_AH0_N|D_AO1_R
ビーフィーター	beefeater	B_IY1_F_IY2_T_ER0
ワーキングホリデー	working|holiday	W_ER1_K_IH0_NG|HH_AA1_L_AH0_D_EY2
ダイアレクト	dialect	D_AY1_AH0_L_EH2_K_T
ローカーボ	low|carb	L_OW1|K_AA1_R_B
スイング	swing	S_W_IH1_NG
ビデオサーバ	video|server	V_IH1_D_IY0_OW0|S_ER1_V_ER0
アメーバー	amoeba	AH0_M_IY1_B_AH0
アミーバ	amoeba	AH0_M_IY1_B_AH0
アメーバ	amoeba	AH0_M_IY1_B_AH0
ストーマ	stoma	S_T_OW1_M_AH0
テイラー	tailor	T_EY1_L_ER0
ゴーン	dong	D_AO1_NG
クラッカ	cracker	K_R_AE1_K_ER0
ヨギ	yogi	Y_OW1_G_IY0
ステップスカルプチャー	step|sculpture	S_T_EH1_P|S_K_AH1_L_P_CH_ER0
セーシェル	seychelles	S_EY1_SH_EH0_L_Z
ヌークリア	nuclear	N_UW1_K_L_IY0_ER0
ヌークレア	nuclear	N_UW1_K_L_IY0_ER0
ニュークリア	nuclear	N_UW1_K_L_IY0_ER0
キャタピラ	caterpillar	K_AE1_T_AH0_P_IH2_L_ER0
キャタピラー	caterpillar	K_AE1_T_AH0_P_IH2_L_ER0
カタピラ	caterpillar	K_AE1_T_AH0_P_IH2_L_ER0
パラドクス	paradox	P_EH1_R_AH0_D_AA2_K_S
タンゼント	tangent	T_AE1_N_JH_AH0_N_T
ビオラダガンバ	viola|da|gamba	V_AY0_OW1_L_AH0|D_AA1|G_AE1_M_B_AH0
ホーバークラフト	hovercraft	HH_AH1_V_ER0_K_R_AE2_F_T
ホヴァークラフト	hovercraft	HH_AH1_V_ER0_K_R_AE2_F_T
シャドウ	shadow	SH_AE1_D_OW2
エダムチーズ	edam|cheese	IY1_D_AH0_M|CH_IY1_Z
インテリゲンツィア	intelligentsia	IH2_N_T_EH2_L_AH0_JH_EH1_N_T_S_IY0_AH0
インテリゲンチャ	intelligentsia	IH2_N_T_EH2_L_AH0_JH_EH1_N_T_S_IY0_AH0
メータ	meter	M_IY1_T_ER0
ウィスキーサワー	whisky|sour	W_IH1_S_K_IY0|S_AW1_ER0
シューズインクローゼット	shoes|in|closet	SH_UW1_Z|IH2_N|K_L_AA1_Z_AH0_T
ウェート	weight	W_EY1_T
ウエイト	weight	W_EY1_T
ウエート	weight	W_EY1_T
アドヴェンチャー	adventure	AE0_D_V_EH1_N_CH_ER0
ピトン	piton	P_IY1_T_AO2_N
ロージンバッグ	rosin|bag	R_AA1_Z_AH0_N|B_AE1_G
ソーシャルワーカー	social|worker	S_OW1_SH_AH0_L|W_ER1_K_ER0
バー	bar	B_AA1_R
アマゾネス	amazons	AE1_M_AH0_Z_AA2_N_Z
ティーンエージャ	teenager	T_IY1_N_EY2_JH_ER0
ティーンエージャー	teenager	T_IY1_N_EY2_JH_ER0
ティーンエイジャ	teenager	T_IY1_N_EY2_JH_ER0
トラヴェル	travel	T_R_AE1_V_AH0_L
インドアープレーグラウンド	indoor|playground	IH1_N_D_AO2_R|P_L_EY1_G_R_AW2_N_D
インドアプレーグラウンド	indoor|playground	IH1_N_D_AO2_R|P_L_EY1_G_R_AW2_N_D
フレクシビリティー	flexibility	F_L_EH2_K_S_AH0_B_IH1_L_AH0_T_IY0
フレキシビリティ	flexibility	F_L_EH2_K_S_AH0_B_IH1_L_AH0_T_IY0
フレキシビリティー	flexibility	F_L_EH2_K_S_AH0_B_IH1_L_AH0_T_IY0
パース	parse	P_AA1_R_S
ドットプリンタ	dot|printer	D_AA1_T|P_R_IH1_N_T_ER0
フラノ	flannel	F_L_AE1_N_AH0_L
クロスレファレンス	cross|reference	K_R_AO1_S|R_EH1_F_ER0_AH0_N_S
ヒットアンドアウェイ	hit|and|away	HH_IH1_T|AH0_N_D|AH0_W_EY2
セイリング	sailing	S_EY1_L_IH0_NG
ビブラート	vibrato	V_IY0_B_R_AA1_T_OW0
プラッタ	platter	P_L_AE1_T_ER0
プラタ	platter	P_L_AE1_T_ER0
プラター	platter	P_L_AE1_T_ER0
チケット	ticket	T_IH1_K_AH0_T
テケツ	ticket	T_IH1_K_AH0_T
メモリーマップ	memory|map	M_EH1_M_ER0_IY0|M_AE1_P
ホーク	fork	F_AO1_R_K
グロス	gross	G_R_OW1_S
サクソフォン	saxophone	S_AE1_K_S_AH0_F_OW2_N
サクソフォーン	saxophone	S_AE1_K_S_AH0_F_OW2_N
サキソホン	saxophone	S_AE1_K_S_AH0_F_OW2_N
アクティビティ	activity	AE0_K_T_IH1_V_IH0_T_IY0
アクティヴィティー	activity	AE0_K_T_IH1_V_IH0_T_IY0
アクティビティー	activity	AE0_K_T_IH1_V_IH0_T_IY0
アクティヴィティ	activity	AE0_K_T_IH1_V_IH0_T_IY0
アクテビティ	activity	AE0_K_T_IH1_V_IH0_T_IY0
コンフィギュレーション	configuration	K_AH0_N_F_IH2_G_Y_ER0_EY1_SH_AH0_N
コンフィギュレション	configuration	K_AH0_N_F_IH2_G_Y_ER0_EY1_SH_AH0_N
ティーンエージ	teenage	T_IY1_N_EY2_JH
アプリケーションソフトウェア	application|software	AE2_P_L_AH0_K_EY1_SH_AH0_N|S_AO1_F_T_W_EH2_R
キャノン	canon	K_AE1_N_AH0_N
アーフタヌーン	afternoon	AE2_F_T_ER0_N_UW1_N
アフタヌーン	afternoon	AE2_F_T_ER0_N_UW1_N
スネイク	snake	S_N_EY1_K
アスタリスク	asterisk	AE1_S_T_ER0_IH0_S_K
マルチプレイヤ	multiplayer	M_AH1_L_T_IY0_P_L_EY2_ER0
コンシエルジュ	concierge	K_AA2_N_S_IY0_EH1_R_ZH
チャプタ	chapter	CH_AE1_P_T_ER0
アドヴァンスト	advanced	AH0_D_V_AE1_N_S_T
アドバンスト	advanced	AH0_D_V_AE1_N_S_T
ベネルクス	benelux	B_EH1_N_AH0_L_AH0_K_S
プレイボーイ	playboy	P_L_EY1_B_OY2
ドライブウェー	driveway	D_R_AY1_V_W_EY2
ドライブウェイ	driveway	D_R_AY1_V_W_EY2
ギプス	gypsum	JH_IH1_P_S_AH0_M
フェースシールド	face|shield	F_EY1_S|SH_IY1_L_D
レインジャー	ranger	R_EY1_N_JH_ER0
レンジャー	ranger	R_EY1_N_JH_ER0
ブロントサウルス	brontosaurus	B_R_AO2_N_T_AH0_S_AO1_R_AH0_S
ダッグアウト	dugout	D_AH1_G_AW2_T
ウェディングマーチ	wedding|march	W_EH1_D_IH0_NG|M_AA1_R_CH
クイアー	queer	K_W_IH1_R
クイア	queer	K_W_IH1_R
アーティキュレイション	articulation	AA2_R_T_IH0_K_Y_AH0_L_EY1_SH_AH0_N
アーテキュレイション	articulation	AA2_R_T_IH0_K_Y_AH0_L_EY1_SH_AH0_N
デザイアー	desire	D_IH0_Z_AY1_ER0
ディザイアー	desire	D_IH0_Z_AY1_ER0
ディザイア	desire	D_IH0_Z_AY1_ER0
カップスタン	capstan	K_AE1_P_S_T_AH0_N
ファシリティマネジメント	facility|management	F_AH0_S_IH1_L_IH0_T_IY0|M_AE1_N_AH0_JH_M_AH0_N_T
バーゼ	base	B_EY1_S
ベイス	base	B_EY1_S
ヴァルヴ	valve	V_AE1_L_V
エルゴノミクス	ergonomics	ER2_G_AH0_N_AA1_M_IH0_K_S
アーゴノミクス	ergonomics	ER2_G_AH0_N_AA1_M_IH0_K_S
エルゴノミックス	ergonomics	ER2_G_AH0_N_AA1_M_IH0_K_S
メルクリウス	mercury	M_ER1_K_Y_ER0_IY0
オクターヴ	octave	AA1_K_T_IH0_V
イマジネイション	imagination	IH2_M_AE2_JH_AH0_N_EY1_SH_AH0_N
ハバナ	havana	HH_AH0_V_AE1_N_AH0
アメリカンソース	american|sauce	AH0_M_EH1_R_IH0_K_AH0_N|S_AO1_S
キュビズム	cubism	K_Y_UW1_B_IH0_Z_AH0_M
キュービズム	cubism	K_Y_UW1_B_IH0_Z_AH0_M
ウェーヴ	wave	W_EY1_V
ウェーブ	wave	W_EY1_V
ウエーブ	wave	W_EY1_V
ウェイブ	wave	W_EY1_V
ウエイブ	wave	W_EY1_V
シェープ	shape	SH_EY1_P
バージョン	version	V_ER1_ZH_AH0_N
テレホンボックス	telephone|box	T_EH1_L_AH0_F_OW2_N|B_AA1_K_S
ジムナジウム	gymnasium	JH_IH0_M_N_EY1_Z_IY0_AH0_M
アグリカルチャ	agriculture	AE1_G_R_IH0_K_AH2_L_CH_ER0
チュウリップ	tulip	T_UW1_L_IH0_P
カーヴ	curve	K_ER1_V
サマリプロジェクト	summary|project	S_AH1_M_ER0_IY0|P_R_AA1_JH_EH0_K_T
ムハンマド	muhammad	M_UH0_HH_AA1_M_AH0_D
フォア	fore	F_AO1_R
ウインドーディスプレー	window|display	W_IH1_N_D_OW0|D_IH0_S_P_L_EY1
ウィンドウディスプレイ	window|display	W_IH1_N_D_OW0|D_IH0_S_P_L_EY1
ポジティブ	positive	P_AA1_Z_AH0_T_IH0_V
ホームパーティ	home|party	HH_OW1_M|P_AA1_R_T_IY0
エヴァンジェリスト	evangelist	IH0_V_AE1_N_JH_AH0_L_IH0_S_T
バーニッシュ	varnish	V_AA1_R_N_IH0_SH
バニッシュ	varnish	V_AA1_R_N_IH0_SH
ディスレクシア	dyslexia	D_IH0_S_L_EH1_K_S_IY0_AH0
コーポレーション	corporation	K_AO2_R_P_ER0_EY1_SH_AH0_N
ユウロピウム	europium	Y_UH0_R_OW1_P_IY0_AH0_M
ネットユーザ	net|user	N_EH1_T|Y_UW1_Z_ER0
キャッチホン	catch|phone	K_AE1_CH|F_OW1_N
チューナー	tuner	T_UW1_N_ER0
アクウィエス	acquiesce	AE2_K_W_IY0_EH1_S
サブスティチューション	substitution	S_AH2_B_S_T_IH0_T_UW1_SH_AH0_N
バナジウム	vanadium	V_AH0_N_EY1_D_IY0_AH0_M
アイキャッチャー	eye|catcher	AY1|K_AE1_CH_ER2
マクスウェル	maxwell	M_AE1_K_S_W_EH2_L
ディノサウル	dinosaur	D_AY1_N_AH0_S_AO2_R
ダイノソア	dinosaur	D_AY1_N_AH0_S_AO2_R
ハイジャンプ	high|jump	HH_AY1|JH_AH1_M_P
サイホン	siphon	S_AY1_F_AH0_N
ゼネレーション	generation	JH_EH2_N_ER0_EY1_SH_AH0_N
ワンダ	wonder	W_AH1_N_D_ER0
マゾヒスム	masochism	M_AE1_S_AH0_K_IH0_Z_AH0_M
マゾキズム	masochism	M_AE1_S_AH0_K_IH0_Z_AH0_M
マソヒズム	masochism	M_AE1_S_AH0_K_IH0_Z_AH0_M
クレセント	crescent	K_R_EH1_S_AH0_N_T
メスティソ	mestizo	M_EH0_S_T_IY1_Z_OW0
メスティゾ	mestizo	M_EH0_S_T_IY1_Z_OW0
メスティーソ	mestizo	M_EH0_S_T_IY1_Z_OW0
トウ	toe	T_OW1
ホイル	foil	F_OY1_L
モーツアルト	mozart	M_OW1_Z_AA0_R_T
ドラッグクイーン	drag|queen	D_R_AE1_G|K_W_IY1_N
コンソーシアム	consortium	K_AH0_N_S_AO1_R_SH_IY0_AH0_M
ウォールナット	walnut	W_AO1_L_N_AH2_T
ウォルナット	walnut	W_AO1_L_N_AH2_T
スープ	soup	S_UW1_P
フロア	floor	F_L_AO1_R
インスパイアー	inspire	IH2_N_S_P_AY1_R
シンクロナイゼーション	synchronization	S_IH2_NG_K_R_AH0_N_AH0_Z_EY1_SH_AH0_N
オフィスレディ	office|lady	AO1_F_AH0_S|L_EY1_D_IY0
ネーチャー	nature	N_EY1_CH_ER0
ネイチャー	nature	N_EY1_CH_ER0
バミューダ	bermuda	B_ER0_M_Y_UW1_D_AH0
ディマンド	demand	D_IH0_M_AE1_N_D
カルフォルニア	california	K_AE2_L_AH0_F_AO1_R_N_Y_AH0
サラダボール	salad|bowl	S_AE1_L_AH0_D|B_OW1_L
メリーゴーラウンド	merry|go|round	M_EH1_R_IY0|G_OW1|R_AW1_N_D
ソロイスト	soloist	S_OW1_L_OW2_AH0_S_T
ギヤ	gear	G_IH1_R
ギア	gear	G_IH1_R
ギイア	gear	G_IH1_R
チェンバー	chamber	CH_EY1_M_B_ER0
キャビン	cabin	K_AE1_B_AH0_N
スイッチャー	switcher	S_W_IH1_CH_ER0
ラマ	llama	L_AA1_M_AH0
リングイーネ	linguine	L_IH0_NG_G_W_IY1_N_IY0
リングィーネ	linguine	L_IH0_NG_G_W_IY1_N_IY0
メジウム	medium	M_IY1_D_IY0_AH0_M
メジューム	medium	M_IY1_D_IY0_AH0_M
メディウム	medium	M_IY1_D_IY0_AH0_M
ミディアム	medium	M_IY1_D_IY0_AH0_M
メディアム	medium	M_IY1_D_IY0_AH0_M
レーガノミクス	reaganomics	R_EY2_G_AH0_N_AA1_M_IH0_K_S
カルキュレーター	calculator	K_AE1_L_K_Y_AH0_L_EY2_T_ER0
ビジランス	vigilance	V_IH1_JH_AH0_L_AH0_N_S
プリューム	plume	P_L_UW1_M
ヌーク	nook	N_UH1_K
キプロス	cyprus	S_AY1_P_R_AH0_S
スマートウォッチ	smart|watch	S_M_AA1_R_T|W_AA1_CH
ロールプレーイング	role|playing	R_OW1_L|P_L_EY1_IH0_NG
ホストコンピュータ	host|computer	HH_OW1_S_T|K_AH0_M_P_Y_UW1_T_ER0
カレイドスコープ	kaleidoscope	K_AH0_L_AY1_D_AH0_S_K_OW2_P
メイルボックス	mailbox	M_EY1_L_B_AA2_K_S
バーチャルリアリティー	virtual|reality	V_ER1_CH_UW0_AH0_L|R_IY2_AE1_L_AH0_T_IY2
ヴァーチャルリアリティー	virtual|reality	V_ER1_CH_UW0_AH0_L|R_IY2_AE1_L_AH0_T_IY2
バーチャルリアリティ	virtual|reality	V_ER1_CH_UW0_AH0_L|R_IY2_AE1_L_AH0_T_IY2
レター	letter	L_EH1_T_ER0
タキシング	taxiing	T_AE1_K_S_IY0_IH0_NG
タクシーイング	taxiing	T_AE1_K_S_IY0_IH0_NG
エージハラスメント	age|harassment	EY1_JH|HH_ER0_AE1_S_M_AH0_N_T
ファウンドリ	foundry	F_AW1_N_D_R_IY0
ライア	lyre	L_AY1_R
ロケータ	locator	L_OW1_K_EY2_T_ER0
ピンポン	ping|pong	P_IH1_NG|P_AO1_NG
フィンガ	finger	F_IH1_NG_G_ER0
ロウレイラ	loureiro	L_UH0_R_EH1_R_OW0
ロウレイロ	loureiro	L_UH0_R_EH1_R_OW0
ローレイロ	loureiro	L_UH0_R_EH1_R_OW0
アクティブディフェンス	active|defense	AE1_K_T_IH0_V|D_IH0_F_EH1_N_S
アナログコンピュータ	analog|computer	AE1_N_AH0_L_AO2_G|K_AH0_M_P_Y_UW1_T_ER0
ファストファッション	fast|fashion	F_AE1_S_T|F_AE1_SH_AH0_N
セルジ	serge	S_ER1_JH
インターナションアリズム	internationalism	IH2_N_T_ER0_N_AE1_SH_AH0_N_AA0_L_IH2_Z_AH0_M
スクリーンセーバ	screen|saver	S_K_R_IY1_N|S_EY1_V_ER0
スクリーンセーバー	screen|saver	S_K_R_IY1_N|S_EY1_V_ER0
オルタネタ	alternator	AO1_L_T_ER0_N_EY2_T_ER0
ワンマイルウェア	one|mile|wear	W_AH1_N|M_AY1_L|W_EH1_R
ティ	tea	T_IY1
イービル	evil	IY1_V_AH0_L
イーブル	evil	IY1_V_AH0_L
エントリマシン	entry|machine	EH1_N_T_R_IY0|M_AH0_SH_IY1_N
リバース	reverse	R_IH0_V_ER1_S
ゲートウェー	gateway	G_EY1_T_W_EY2
ゲートウエー	gateway	G_EY1_T_W_EY2
ゲートウェイ	gateway	G_EY1_T_W_EY2
カシェル	kosher	K_OW1_SH_ER0
コーシェル	kosher	K_OW1_SH_ER0
コシェル	kosher	K_OW1_SH_ER0
コーシャ	kosher	K_OW1_SH_ER0
コーシェ	kosher	K_OW1_SH_ER0
カーシェール	kosher	K_OW1_SH_ER0
コーシャー	kosher	K_OW1_SH_ER0
ヴォーカル	vocal	V_OW1_K_AH0_L
ニットウエア	knitwear	N_IH1_T_W_EH2_R
ステーションブレイク	station|break	S_T_EY1_SH_AH0_N|B_R_EY1_K
ギロチン	guillotine	G_IH1_L_AH0_T_IY2_N
メークイーン	may|queen	M_EY1|K_W_IY1_N
オウバーチャージ	overcharge	OW1_V_ER0_CH_AA2_R_JH
ライヴハウス	live|house	L_AY1_V|HH_AW1_S
アウターウェア	outerwear	AW1_T_ER0_W_EH2_R
アイデンティティクライシス	identity|crisis	AY0_D_EH1_N_T_AH0_T_IY2|K_R_AY1_S_AH0_S
テレフォンカード	telephone|card	T_EH1_L_AH0_F_OW2_N|K_AA1_R_D
ロープウエイ	rope|way	R_OW1_P|W_EY4
ロープウェー	rope|way	R_OW1_P|W_EY1
ロープウェイ	rope|way	R_OW1_P|W_EY2
クォンティティー	quantity	K_W_AA1_N_T_AH0_T_IY0
ダイヴィング	diving	D_AY1_V_IH0_NG
アーティザン	artisan	AA1_R_T_IH0_Z_AH0_N
アーチザン	artisan	AA1_R_T_IH0_Z_AH0_N
ノーハウ	know|how	N_OW1|HH_AW1
ストイシズム	stoicism	S_T_OW1_AH0_S_IH2_Z_AH0_M
プロモート	promote	P_R_AH0_M_OW1_T
ユースドカー	used|car	Y_UW1_Z_D|K_AA1_R
ストーリ	story	S_T_AO1_R_IY0
ロックンロール	rock|and|roll	R_AA1_K|AH0_N_D|R_OW1_L
コンセルバトアール	conservatoire	K_AH0_N_S_ER1_V_AH0_T_W_AA0_R
コンセルヴァトワール	conservatoire	K_AH0_N_S_ER1_V_AH0_T_W_AA0_R
カラリング	coloring	K_AH1_L_ER0_IH0_NG
ウィッケット	wicket	W_IH1_K_AH0_T
フリーメイソン	freemasonry	F_R_IY1_M_EY1_S_AH0_N_R_IY0
アフィリエートサービス	affiliate|service	AH0_F_IH1_L_IY0_EY2_T|S_ER1_V_AH0_S
トレイナー	trainer	T_R_EY1_N_ER0
ジェントリー	gentry	JH_EH1_N_T_R_IY0
ヴィンテージ	vintage	V_IH1_N_T_IH0_JH
ビンテージ	vintage	V_IH1_N_T_IH0_JH
インデクシング	indexing	IH1_N_D_EH0_K_S_IH0_NG
バス	bass	B_AE1_S
テーラーメイド	tailor|made	T_EY1_L_ER0|M_EY1_D
アーカイヴ	archive	AA1_R_K_AY2_V
デザート	dessert	D_IH0_Z_ER1_T
デサール	dessert	D_IH0_Z_ER1_T
デファクトスタンダード	de|facto|standard	D_IY1|F_AE1_K_T_OW0|S_T_AE1_N_D_ER0_D
ハーフメード	half|made	HH_AE1_F|M_EY1_D
カテドラル	cathedral	K_AH0_TH_IY1_D_R_AH0_L
スウェーディッシュ	swedish	S_W_IY1_D_IH0_SH
ママレード	marmalade	M_AA1_R_M_AH0_L_EY2_D
スケプティック	skeptic	S_K_EH1_P_T_IH0_K
デジタルコンピューター	digital|computer	D_IH1_JH_AH0_T_AH0_L|K_AH0_M_P_Y_UW1_T_ER0
ランガージュ	language	L_AE1_NG_G_W_AH0_JH
モンテヴィデオ	montevideo	M_AA2_N_T_EH0_V_IH0_D_EY1_OW2
グレーンウイスキー	grain|whisky	G_R_EY1_N|W_IH1_S_K_IY0
ワイヤロープ	wire|rope	W_AY1_ER0|R_OW1_P
ケーススタディー	case|study	K_EY1_S|S_T_AH1_D_IY0
ボディースラム	body|slam	B_AA1_D_IY0|S_L_AE1_M
ホームアンドアウェー	home|and|away	HH_OW1_M|AH0_N_D|AH0_W_EY1
ジェスチャ	gesture	JH_EH1_S_CH_ER0
ゼスチュア	gesture	JH_EH1_S_CH_ER0
ジェスチャー	gesture	JH_EH1_S_CH_ER0
インポテンツ	impotence	IH1_M_P_AH0_T_AH0_N_S
エスケープシーケンス	escape|sequence	IH0_S_K_EY1_P|S_IY1_K_W_AH0_N_S
バヒタット	habitat	HH_AE1_B_AH0_T_AE2_T
グラントゥリズモ	gran|turismo	G_R_AE1_N|T_UH1_R_IH0_S_M_OW0
プラグマチック	pragmatic	P_R_AE0_G_M_AE1_T_IH0_K
ストアー	store	S_T_AO1_R
カノーラ	canola	K_AH0_N_OW1_L_AH0
ポッピー	poppy	P_AA1_P_IY0
バファリン	bufferin	B_AH1_F_ER0_IH0_N
マネジメントシステム	management|system	M_AE1_N_AH0_JH_M_AH0_N_T|S_IH1_S_T_AH0_M
ポリシ	policy	P_AA1_L_AH0_S_IY0
テーマ	theme	TH_IY1_M
キャバーンー	cavern	K_AE1_V_ER0_N
カバーン	cavern	K_AE1_V_ER0_N
サプライア	supplier	S_AH0_P_L_AY1_ER0
パンニング	panning	P_AE1_N_IH0_NG
マラスキーノ	maraschino	M_AE2_R_AH0_S_K_IY1_N_OW0
ウインドクラスト	wind|crust	W_AY1_N_D|K_R_AH1_S_T
ボンボヤージ	bon|voyage	B_AA1_N|V_OY1_AH0_JH
ボンボワイヤージュ	bon|voyage	B_AA1_N|V_OY1_AH0_JH
ボンボヤージュ	bon|voyage	B_AA1_N|V_OY1_AH0_JH
ブューポイント	viewpoint	V_Y_UW1_P_OY2_N_T
ウインタースポーツ	winter|sports	W_IH1_N_T_ER0|S_P_AO1_R_T_S
バリアント	variant	V_EH1_R_IY0_AH0_N_T
ヴィオーラ	viola	V_AY0_OW1_L_AH0
ヴィオラ	viola	V_AY0_OW1_L_AH0
クーシェット	couchette	K_UW2_SH_EH1_T
キヨスク	kiosk	K_IY1_AO2_S_K
メディシン	medicine	M_EH1_D_AH0_S_AH0_N
ピーナッツアレルギー	peanut|allergy	P_IY1_N_AH0_T|AE1_L_ER0_JH_IY0
ファシリティー	facility	F_AH0_S_IH1_L_IH0_T_IY0
ファシリティ	facility	F_AH0_S_IH1_L_IH0_T_IY0
テロ	terror	T_EH1_R_ER0
セーフティ	safety	S_EY1_F_T_IY0
モチーフ	motif	M_OW0_T_IY1_F
イーメェル	email	IY0_M_EY1_L
イーメール	email	IY0_M_EY1_L
アソシエイト	associate	AH0_S_OW1_S_IY0_AH0_T
アソーシエイト	associate	AH0_S_OW1_S_IY0_AH0_T
デッドストック	dead|stock	IH0_G_Z_AE1_K_T|K_AA1_P_IY0
パレスティナ	palestine	P_AE1_L_AH0_S_T_AY2_N
メインテナンス	maintenance	M_EY1_N_T_AH0_N_AH0_N_S
プロパティー	property	P_R_AA1_P_ER0_T_IY0
ネーデルランド	nederland	N_EH1_D_ER0_L_AH0_N_D
ネーデルラント	nederland	N_EH1_D_ER0_L_AH0_N_D
ベーシック	basic	B_EY1_S_IH0_K
ダラム	dram	D_R_AE1_M
コンデンサー	condenser	K_AH0_N_D_EH1_N_S_ER0
ボルト	volt	V_OW1_L_T
ブレインストーミング	brainstorming	B_R_EY1_N_S_T_AO2_R_M_IH0_NG
インテルクチュアル	intellectual	IH2_N_T_AH0_L_EH1_K_CH_UW0_AH0_L
コロラチュラソプラノ	coloratura|soprano	K_AH0_L_ER0_AH0_T_UH1_R_AH0|S_AH0_P_R_AA1_N_OW0
コンベアー	conveyor	K_AH0_N_V_EY1_ER0
コンベヤ	conveyor	K_AH0_N_V_EY1_ER0
コンベヤー	conveyor	K_AH0_N_V_EY1_ER0
ホモセクシュアリティ	homosexuality	HH_OW2_M_OW0_S_EH2_K_SH_UW0_AE1_L_AH0_T_IY2
ビジビリティー	visibility	V_IH2_Z_AH0_B_IH1_L_IH0_T_IY0
ウェスト	west	W_EH1_S_T
ギャロップ	gallop	G_AE1_L_AH0_P
マルチタスク	multitasking	M_AH1_L_T_IY0_T_AE2_S_K_IH0_NG
マルチタスキング	multitasking	M_AH1_L_T_IY0_T_AE2_S_K_IH0_NG
ブラボー	bravo	B_R_AA1_V_OW0
インプリメンテイション	implementation	IH2_M_P_L_AH0_M_EH0_N_T_EY1_SH_AH0_N
ボルテイジ	voltage	V_OW1_L_T_AH0_JH
リギン	rigging	R_IH1_G_IH0_NG
ダッファー	duffer	D_AH1_F_ER0
スイサイド	suicide	S_UW1_AH0_S_AY2_D
スーサイド	suicide	S_UW1_AH0_S_AY2_D
ビットレート	bit|rate	B_IH1_T|R_EY1_T
ヌーヴォ	nouveau	N_UW2_V_OW1
ヌーボー	nouveau	N_UW2_V_OW1
ヴェーパーウェア	vaporware	V_EY1_P_ER0_W_EH2_R
ボギー	bogey	B_OW1_G_IY0
シャーデンフロイデ	schadenfreude	SH_AE1_D_IH0_N_F_R_OY2_D
レースクィーン	race|queen	R_EY1_S|K_W_IY1_N
ブルマ	bloomer	B_L_UW1_M_ER0
ビクトリー	victory	V_IH1_K_T_AH0_R_IY0
リホーミング	reforming	R_IH0_F_AO1_R_M_IH0_NG
マニフェスト	manifesto	M_AE2_N_AH0_F_EH1_S_T_OW2
バッジ	badge	B_AE1_JH
ビリヤード	billiards	B_IH1_L_Y_ER0_D_Z
クオリティー	quality	K_W_AA1_L_AH0_T_IY0
クォリティー	quality	K_W_AA1_L_AH0_T_IY0
クォリティ	quality	K_W_AA1_L_AH0_T_IY0
シュナウザー	schnauzer	SH_N_AW1_Z_ER0
コミュニティー	community	K_AH0_M_Y_UW1_N_AH0_T_IY0
ヴァンダリズム	vandalism	V_AE1_N_D_AH0_L_IH0_Z_AH0_M
シクロスポリン	cyclosporine	S_IH0_K_L_AO1_S_P_ER0_IY2_N
シュミレーション	simulation	S_IH2_M_Y_AH0_L_EY1_SH_AH0_N
シミュレーション	simulation	S_IH2_M_Y_AH0_L_EY1_SH_AH0_N
バスドラム	bass|drum	B_AE1_S|D_R_AH1_M
アトランダム	at|random	AE1_T|R_AE1_N_D_AH0_M
ビディオウ	video	V_IH1_D_IY0_OW0
ヴィデオ	video	V_IH1_D_IY0_OW0
ヴデオ	video	V_IH1_D_IY0_OW0
レファレンスサービス	reference|service	R_EH1_F_ER0_AH0_N_S|S_ER1_V_AH0_S
マジェンタ	magenta	M_AH0_JH_EH1_N_T_AH0
シヤー	shear	SH_IH1_R
ウィスキ	whisky	W_IH1_S_K_IY0
ウイスキ	whisky	W_IH1_S_K_IY0
ウィスキー	whisky	W_IH1_S_K_IY0
ローカルルータ	local|router	L_OW1_K_AH0_L|R_UW1_T_ER0
バンデット	bandit	B_AE1_N_D_AH0_T
レールウエー	railway	R_EY1_L_W_EY2
